date,total_attempts_date,total_shots_made_date,attempt_index,shot_made,three_pointer,two_pointer,shot_distance,distance_from_midline_feet,distance_from_baseline_feet
30oct2015,15,9,10,0,1,0,26.3,-9.583333,23.83333
30oct2015,15,9,11,1,0,1,9.3,2.916667,11.41667
30oct2015,15,9,12,1,0,1,10.2,-3.583333,14.33333
30oct2015,15,9,13,1,0,1,4.1,.8333333,5.333333
30oct2015,15,9,14,1,0,1,8.3,-2.083333,6.25
30oct2015,15,9,15,0,1,0,25.6,7.25,24.25
31oct2015,27,17,1,1,1,0,31,16.83333,24.83333
31oct2015,27,17,2,0,1,0,27.8,1.666667,28.25
31oct2015,27,17,3,1,0,1,19.5,-2,21.25
31oct2015,27,17,4,1,1,0,27.7,10.5,25.75
31oct2015,27,17,5,0,1,0,27.5,8,26.66667
31oct2015,27,17,6,0,0,1,12,-6.666667,12.58333
31oct2015,27,17,7,1,0,1,10.5,1.083333,13.91667
31oct2015,27,17,8,0,1,0,19.8,18.33333,6.833333
31oct2015,27,17,9,0,1,0,27,-5.5,27
31oct2015,27,17,10,1,1,0,27.4,-11.33333,25
31oct2015,27,17,11,1,1,0,27.8,-20.08333,16.83333
31oct2015,27,17,12,1,1,0,26.5,-10.75,24.41667
31oct2015,27,17,13,1,0,1,14.7,11.41667,9.416667
31oct2015,27,17,14,0,0,1,19,-1.416667,20.91667
31oct2015,27,17,15,1,0,1,3.7,.75,8.166667
31oct2015,27,17,16,1,1,0,25.7,19,15.08333
31oct2015,27,17,17,1,0,1,4.6,-.5833333,8.916667
31oct2015,27,17,18,1,0,1,3.5,2.25,7.083333
31oct2015,27,17,19,1,0,1,1.6,.25,6.5
31oct2015,27,17,20,1,1,0,27.1,17.91667,18.83333
31oct2015,27,17,21,0,1,0,26,4.416667,26.33333
31oct2015,27,17,22,1,0,1,17.3,-13.83333,9.333333
31oct2015,27,17,23,0,0,1,16.7,-1.5,19
31oct2015,27,17,24,1,0,1,14.5,12.08333,4.25
31oct2015,27,17,25,1,1,0,28.3,-8.833333,27
31oct2015,27,17,26,0,1,0,19,18.33333,7.333333
31oct2015,27,17,27,0,0,1,7.7,-5.833333,7.916667
02nov2015,16,10,1,1,1,0,26.8,-17.5,20.83333
02nov2015,16,10,2,1,0,1,17,-13.33333,15.16667
02nov2015,16,10,3,0,1,0,24.5,-1.666667,25.75
02nov2015,16,10,4,0,1,0,26,-16.83333,20.41667
02nov2015,16,10,5,0,1,0,25.6,5.75,24.91667
02nov2015,16,10,6,0,0,1,5.2,2.333333,6.916667
02nov2015,16,10,7,0,1,0,27,13.58333,22.08333
02nov2015,16,10,8,1,0,1,13.7,-.5833333,10.33333
02nov2015,16,10,9,1,0,1,17.8,13.66667,8.583333
02nov2015,16,10,10,1,1,0,23.9,-11.91667,22.66667
02nov2015,16,10,11,0,0,1,3.8,-.75,5.75
02nov2015,16,10,12,1,0,1,2.6,-.5,7.333333
02nov2015,16,10,13,1,0,1,2.3,.75,7.333333
02nov2015,16,10,14,1,1,0,24.2,19.33333,13.08333
02nov2015,16,10,15,1,1,0,21.4,19,4.75
02nov2015,16,10,16,1,0,1,11.3,1,13.25
04nov2015,17,8,1,1,1,0,25,-3.583333,25.75
04nov2015,17,8,2,1,1,0,26.6,-12.58333,23.75
04nov2015,17,8,3,1,1,0,31.1,-10.16667,27.16667
04nov2015,17,8,4,0,0,1,13.7,8.416667,18
04nov2015,17,8,5,0,1,0,22.5,-19.58333,5.416667
04nov2015,17,8,6,1,1,0,26.1,3.583333,25.75
04nov2015,17,8,7,0,0,1,15.1,4.416667,18
04nov2015,17,8,8,0,1,0,27.9,10.66667,27.83333
04nov2015,17,8,9,0,0,1,9.4,-.25,5.5
04nov2015,17,8,10,0,1,0,24.9,-4.666667,25.75
04nov2015,17,8,11,0,0,1,11,-.3333333,12.25
04nov2015,17,8,12,0,1,0,24.7,13.58333,22.08333
04nov2015,17,8,13,1,1,0,25.3,-7.583333,24.16667
04nov2015,17,8,14,1,1,0,25.2,8.416667,25.91667
04nov2015,17,8,15,0,0,1,16.3,10,14.41667
04nov2015,17,8,16,1,0,1,24.4,-16.16667,14.41667
04nov2015,17,8,17,1,1,0,27.7,-6.166667,26.58333
06nov2015,22,12,1,0,1,0,26.2,16.25,18.41667
06nov2015,22,12,2,0,0,1,2.6,.8333333,5.333333
06nov2015,22,12,3,1,1,0,22.5,17.66667,16.75
06nov2015,22,12,4,0,1,0,23.9,17.75,17.58333
06nov2015,22,12,5,1,1,0,28.8,-16.33333,20.41667
06nov2015,22,12,6,1,1,0,24.4,-6.75,26.16667
06nov2015,22,12,7,0,0,1,13.5,7.25,16.33333
06nov2015,22,12,8,0,1,0,22.5,19.41667,5.083333
06nov2015,22,12,9,1,1,0,25.4,11.5,24.16667
06nov2015,22,12,10,0,1,0,46.9,-17.66667,41.75
06nov2015,22,12,11,1,0,1,2,-1,6.916667
06nov2015,22,12,12,1,1,0,23.8,13.25,21.83333
06nov2015,22,12,13,1,1,0,25.9,-17.66667,16.33333
06nov2015,22,12,14,0,1,0,27.1,-5.5,27
06nov2015,22,12,15,0,1,0,24.1,19.66667,5.833333
06nov2015,22,12,16,1,1,0,22.5,18.91667,6.083333
06nov2015,22,12,17,0,1,0,21.8,-19.33333,5.75
06nov2015,22,12,18,1,0,1,11.2,.8333333,14.41667
06nov2015,22,12,19,1,1,0,23.6,18.91667,14
06nov2015,22,12,20,1,0,1,2.2,1,6.25
06nov2015,22,12,21,1,0,1,0,1.416667,6.666667
06nov2015,22,12,22,0,1,0,26.6,4.583333,26.16667
07nov2015,18,8,1,0,1,0,28.3,-13.16667,23.75
07nov2015,18,8,2,0,0,1,17.5,-14.25,12.83333
07nov2015,18,8,3,1,0,1,3.7,2,6.083333
07nov2015,18,8,4,0,1,0,28.1,-13.83333,22.16667
07nov2015,18,8,5,0,1,0,23.1,-19.75,11
07nov2015,18,8,6,0,1,0,26.8,8.666667,24.66667
07nov2015,18,8,7,1,0,1,23.1,-14.66667,16.5
07nov2015,18,8,8,1,0,1,11.5,-3.166667,10.58333
07nov2015,18,8,9,0,1,0,26.9,10.25,22.25
07nov2015,18,8,10,1,0,1,2.2,-.1666667,7.083333
07nov2015,18,8,11,0,1,0,23.6,18.91667,9
07nov2015,18,8,12,0,1,0,24.2,18.91667,12.66667
07nov2015,18,8,13,1,0,1,10.1,1.166667,7.083333
07nov2015,18,8,14,1,0,1,4.3,.1666667,5.833333
07nov2015,18,8,15,0,1,0,23.6,10.83333,22.91667
07nov2015,18,8,16,0,0,1,10.8,7.666667,15.5
07nov2015,18,8,17,1,1,0,25.8,5.916667,27.16667
07nov2015,18,8,18,1,1,0,23,-19.58333,6.916667
09nov2015,18,7,1,1,0,1,13.4,-1.583333,13.08333
09nov2015,18,7,2,0,0,1,6.7,-.0833333,9
09nov2015,18,7,3,0,0,1,17.4,13,7.75
09nov2015,18,7,4,0,0,1,9.6,8,11.83333
09nov2015,18,7,5,0,1,0,22.7,-19.33333,7.75
09nov2015,18,7,6,1,1,0,25,-17.83333,16.33333
09nov2015,18,7,7,0,0,1,14.8,-6.583333,16.91667
09nov2015,18,7,8,1,0,1,2.4,-.5833333,7.083333
09nov2015,18,7,9,0,1,0,24.1,11.41667,22.5
09nov2015,18,7,10,1,0,1,2.7,-.5833333,7.083333
09nov2015,18,7,11,0,0,1,1.8,-1.833333,7.333333
09nov2015,18,7,12,0,1,0,21.9,-19,5.333333
09nov2015,18,7,13,1,1,0,25.1,12.5,22.91667
09nov2015,18,7,14,0,1,0,24.6,16,18.5
09nov2015,18,7,15,0,0,1,3.7,.0833333,7.083333
09nov2015,18,7,16,0,0,1,20.1,9.75,17.58333
09nov2015,18,7,17,1,0,1,12.9,.8333333,5.833333
09nov2015,18,7,18,1,1,0,26.1,-.5,26.75
11nov2015,21,9,1,1,0,1,.3,2.083333,5.333333
11nov2015,21,9,2,0,1,0,25.1,-13.83333,21.66667
11nov2015,21,9,3,1,1,0,23,-19.58333,7.916667
11nov2015,21,9,4,0,1,0,28.8,-11.83333,24.16667
11nov2015,21,9,5,0,0,1,14.7,13.25,14
11nov2015,21,9,6,0,1,0,24.6,9.166667,24.5
11nov2015,21,9,7,1,0,1,4.1,-.5833333,5.833333
11nov2015,21,9,8,0,0,1,6.3,1.666667,4.666667
11nov2015,21,9,9,0,1,0,27.8,3.833333,27.16667
11nov2015,21,9,10,0,0,1,12.5,-8,9
11nov2015,21,9,11,1,0,1,23.2,0,6.5
11nov2015,21,9,12,0,1,0,25,-8.916667,24.5
11nov2015,21,9,13,0,0,1,20.5,12.58333,18
11nov2015,21,9,14,0,0,1,14,-1.333333,23
11nov2015,21,9,15,1,0,1,6,.75,6.083333
11nov2015,21,9,16,1,1,0,28.1,-7.416667,27.83333
11nov2015,21,9,17,0,1,0,28.9,13.16667,24.5
11nov2015,21,9,18,1,0,1,3.7,1,4.75
11nov2015,21,9,19,1,1,0,33.8,-16.58333,33.66667
11nov2015,21,9,20,0,1,0,23.1,-19,3.916667
11nov2015,21,9,21,1,0,1,3.9,.75,5.333333
12nov2015,25,15,1,1,1,0,0,-12.08333,24.66667
12nov2015,25,15,2,1,1,0,0,-19.58333,11.41667
12nov2015,25,15,3,0,0,1,0,-2.083333,6.25
12nov2015,25,15,4,1,1,0,0,-20,6.5
12nov2015,25,15,5,1,0,1,0,10.83333,15.5
12nov2015,25,15,6,0,1,0,0,19.16667,7.333333
12nov2015,25,15,7,1,0,1,0,.3333333,5.083333
12nov2015,25,15,8,0,0,1,0,2.25,10.25
12nov2015,25,15,9,1,1,0,0,7.583333,23.83333
12nov2015,25,15,10,0,1,0,0,-12.75,23.83333
12nov2015,25,15,11,1,0,1,0,-.0833333,14.33333
12nov2015,25,15,12,1,0,1,0,.1666667,7.083333
12nov2015,25,15,13,0,0,1,0,-17.83333,6.083333
12nov2015,25,15,14,0,0,1,0,-.5,5.333333
12nov2015,25,15,15,1,0,1,0,7.166667,16.75
12nov2015,25,15,16,1,1,0,0,9.333333,24.5
12nov2015,25,15,17,1,1,0,0,16,18.41667
12nov2015,25,15,18,0,1,0,0,-4.833333,25.75
12nov2015,25,15,19,0,0,1,0,-3.75,12.41667
12nov2015,25,15,20,1,1,0,0,6.333333,26.16667
12nov2015,25,15,21,1,0,1,0,10.25,15.25
12nov2015,25,15,22,0,1,0,0,12.58333,22.91667
12nov2015,25,15,23,0,1,0,0,-14.5,22.91667
12nov2015,25,15,24,1,0,1,0,12.58333,14.75
12nov2015,25,15,25,1,1,0,0,4.25,26.58333
14nov2015,31,13,1,1,0,1,6.2,-1.166667,10.58333
14nov2015,31,13,2,0,1,0,23.4,-18.58333,16.33333
14nov2015,31,13,3,0,1,0,21.8,18.91667,5.833333
14nov2015,31,13,4,0,1,0,28.7,-5.25,26.75
14nov2015,31,13,5,0,0,1,4,1.583333,6.083333
14nov2015,31,13,6,1,1,0,24.1,-14.91667,21
14nov2015,31,13,7,0,0,1,5.9,2.916667,10.58333
14nov2015,31,13,8,0,1,0,28.5,10.58333,23.41667
14nov2015,31,13,9,0,0,1,18,-16.33333,5.833333
14nov2015,31,13,10,1,1,0,23.9,-5.666667,25.33333
14nov2015,31,13,11,1,0,1,17.7,-11.08333,15.25
14nov2015,31,13,12,0,1,0,24.5,-13.58333,21.66667
14nov2015,31,13,13,1,0,1,5.3,-.0833333,6.916667
14nov2015,31,13,14,1,0,1,21.1,9.166667,19.66667
14nov2015,31,13,15,0,1,0,28.3,-14.83333,23
14nov2015,31,13,16,1,0,1,38.3,7.666667,9.833333
14nov2015,31,13,17,1,1,0,25.9,-16.16667,19.33333
14nov2015,31,13,18,1,0,1,3.5,.1666667,8.75
14nov2015,31,13,19,0,1,0,24.9,10,24.5
14nov2015,31,13,20,0,1,0,26.7,7.583333,25.33333
14nov2015,31,13,21,0,1,0,32,.8333333,27
14nov2015,31,13,22,1,1,0,25,-17.41667,16.91667
14nov2015,31,13,23,0,0,1,9.1,-.5,12.25
14nov2015,31,13,24,0,1,0,25.7,11.75,21.83333
14nov2015,31,13,25,1,1,0,23.8,-19.58333,9.083333
14nov2015,31,13,26,1,0,1,3.4,.8333333,5.333333
14nov2015,31,13,27,0,0,1,18.3,-13,12.25
14nov2015,31,13,28,0,0,1,4,-.1666667,6.916667
14nov2015,31,13,29,0,1,0,24.6,-13.75,20.58333
14nov2015,31,13,30,1,0,1,3,0,5.25
14nov2015,31,13,31,0,0,1,17.2,-10.41667,15.91667
17nov2015,23,13,1,0,1,0,24.2,-19.33333,9
17nov2015,23,13,2,0,0,1,3.5,-1.833333,8.75
17nov2015,23,13,3,1,0,1,2.8,.75,6.666667
17nov2015,23,13,4,0,0,1,4.9,-1.666667,7.333333
17nov2015,23,13,5,1,1,0,25,5.333333,26.16667
17nov2015,23,13,6,0,1,0,24.2,-14.83333,20.58333
17nov2015,23,13,7,0,1,0,23.1,-19.41667,6.083333
17nov2015,23,13,8,0,0,1,21.2,13.58333,16.08333
17nov2015,23,13,9,1,1,0,27.7,9.083333,24.5
17nov2015,23,13,10,1,0,1,4.5,.8333333,5.833333
17nov2015,23,13,11,1,0,1,7.3,-.3333333,9.833333
17nov2015,23,13,12,0,1,0,24.3,-2.25,26.16667
17nov2015,23,13,13,1,1,0,24.6,-2.5,26.16667
17nov2015,23,13,14,1,0,1,21,4.583333,21.25
17nov2015,23,13,15,1,0,1,1.6,-1.583333,6.5
17nov2015,23,13,16,0,1,0,24.3,-10.16667,25.08333
17nov2015,23,13,17,1,0,1,10.6,8,14.33333
17nov2015,23,13,18,1,1,0,24.7,-12.25,22.25
17nov2015,23,13,19,1,0,1,9.5,-2.666667,12
17nov2015,23,13,20,0,0,1,8.7,5.5,12.66667
17nov2015,23,13,21,1,1,0,26.3,-.3333333,26.58333
17nov2015,23,13,22,1,0,1,16.1,10.83333,14
17nov2015,23,13,23,0,0,1,2.8,3.583333,8.166667
19nov2015,22,11,1,1,1,0,26,-16.83333,20
19nov2015,22,11,2,0,1,0,27.5,-4.833333,27.83333
19nov2015,22,11,3,0,1,0,24.8,13.58333,23
19nov2015,22,11,4,0,0,1,5.8,2.666667,7.083333
19nov2015,22,11,5,0,0,1,4.2,1.833333,7.083333
19nov2015,22,11,6,1,1,0,23.4,19.66667,6.916667
19nov2015,22,11,7,0,1,0,25.7,-5.833333,26.16667
19nov2015,22,11,8,1,0,1,1.2,-2.416667,6.083333
19nov2015,22,11,9,1,1,0,25.2,-12.33333,24.5
19nov2015,22,11,10,0,1,0,34.6,-13,22.91667
19nov2015,22,11,11,1,0,1,21,9.083333,20
19nov2015,22,11,12,1,0,1,3.8,-.0833333,8.166667
19nov2015,22,11,13,0,1,0,24,-10,24.5
19nov2015,22,11,14,1,0,1,6.6,1.25,8.583333
19nov2015,22,11,15,0,1,0,28.7,4,26.75
19nov2015,22,11,16,1,0,1,.8,2.333333,6.25
19nov2015,22,11,17,0,1,0,26.4,5.916667,24.91667
19nov2015,22,11,18,0,0,1,19.4,7.25,16.33333
19nov2015,22,11,19,1,1,0,24.3,-10.41667,23.33333
19nov2015,22,11,20,1,1,0,17.1,14.66667,20
19nov2015,22,11,21,0,1,0,24.7,12.08333,22.91667
19nov2015,22,11,22,1,1,0,24.8,-3.916667,25.33333
20nov2015,20,9,1,1,1,0,23.8,-10.58333,22.91667
20nov2015,20,9,2,0,0,1,.4,-2,6.916667
20nov2015,20,9,3,1,0,1,25.7,1.166667,12.25
20nov2015,20,9,4,0,1,0,18.6,19,14.83333
20nov2015,20,9,5,0,1,0,25.5,13.58333,23.33333
20nov2015,20,9,6,1,1,0,19.4,6.583333,25.91667
20nov2015,20,9,7,0,1,0,24,12.5,23.41667
20nov2015,20,9,8,0,1,0,25.5,9.5,23.75
20nov2015,20,9,9,1,0,1,2.2,.8333333,6.083333
20nov2015,20,9,10,1,0,1,6.4,.75,6.5
20nov2015,20,9,11,1,0,1,4.8,.1666667,10.25
20nov2015,20,9,12,0,1,0,29.2,-13,22.91667
20nov2015,20,9,13,0,1,0,24.2,-18.25,16.33333
20nov2015,20,9,14,1,0,1,20,7.25,18.83333
20nov2015,20,9,15,0,0,1,12.9,-10.75,12.41667
20nov2015,20,9,16,0,1,0,24.6,11.66667,22.5
20nov2015,20,9,17,1,1,0,24.6,-2.416667,26.16667
20nov2015,20,9,18,0,1,0,17.7,-5.416667,26.16667
20nov2015,20,9,19,0,0,1,2.6,-.3333333,5.833333
20nov2015,20,9,20,1,0,1,3.9,.75,5.416667
22nov2015,16,8,1,1,0,1,4.4,0,5.833333
22nov2015,16,8,2,0,1,0,24.1,16.25,18.5
22nov2015,16,8,3,0,1,0,25,15.16667,19.75
22nov2015,16,8,4,1,1,0,23.5,20,4.75
22nov2015,16,8,5,1,0,1,3.9,1.166667,5.333333
22nov2015,16,8,6,0,1,0,21.8,14.08333,22.25
22nov2015,16,8,7,0,0,1,15.7,14.75,5.333333
22nov2015,16,8,8,1,0,1,9.5,.3333333,9.833333
22nov2015,16,8,9,0,1,0,27.2,13.66667,22.91667
22nov2015,16,8,10,0,0,1,3.8,.5,5.166667
22nov2015,16,8,11,1,0,1,14.7,-13.33333,5.416667
22nov2015,16,8,12,1,0,1,21.7,-18.08333,11
22nov2015,16,8,13,0,1,0,25.5,2.666667,25.91667
22nov2015,16,8,14,1,1,0,24.6,2.5,26.33333
22nov2015,16,8,15,0,0,1,3.6,1.166667,6.083333
22nov2015,16,8,16,1,1,0,25,18.75,12.66667
24nov2015,21,10,1,0,1,0,24.7,12.5,22.25
24nov2015,21,10,2,1,1,0,23.2,-19.41667,9.083333
24nov2015,21,10,3,0,1,0,24.8,.3333333,27.41667
24nov2015,21,10,4,1,0,1,4.4,-.5,6.083333
24nov2015,21,10,5,0,1,0,25.6,-15.33333,20.16667
24nov2015,21,10,6,0,0,1,18.5,9.583333,17.16667
24nov2015,21,10,7,1,1,0,24.3,8.25,25.08333
24nov2015,21,10,8,0,1,0,25.1,9.583333,24.16667
24nov2015,21,10,9,1,0,1,15,2,18.83333
24nov2015,21,10,10,0,0,1,14.3,-6.583333,14
24nov2015,21,10,11,0,1,0,32,13.58333,48.25
24nov2015,21,10,12,1,0,1,8.9,5.333333,7.333333
24nov2015,21,10,13,0,1,0,25,-14.08333,22.08333
24nov2015,21,10,14,1,1,0,23.3,19.33333,7.083333
24nov2015,21,10,15,1,0,1,4.5,.0833333,5.75
24nov2015,21,10,16,0,1,0,26.6,-6.333333,26.16667
24nov2015,21,10,17,1,0,1,3.7,-.0833333,7.333333
24nov2015,21,10,18,0,1,0,25.7,-12.33333,24.25
24nov2015,21,10,19,0,0,1,8.1,.75,6.916667
24nov2015,21,10,20,1,1,0,27.3,11.91667,24.91667
24nov2015,21,10,21,1,0,1,5,.8333333,5.75
27nov2015,20,11,1,1,1,0,23.2,-19.58333,5.75
27nov2015,20,11,2,1,1,0,24.5,-9.75,23.75
27nov2015,20,11,3,1,1,0,24.3,17,17.58333
27nov2015,20,11,4,1,1,0,27.7,14.5,19.75
27nov2015,20,11,5,0,1,0,27,14.25,20.83333
27nov2015,20,11,6,1,1,0,25.1,15.16667,19.33333
27nov2015,20,11,7,0,0,1,2.6,-1.416667,5.083333
27nov2015,20,11,8,1,1,0,24.9,-11.5,22.91667
27nov2015,20,11,9,1,0,1,6.1,2.25,5.333333
27nov2015,20,11,10,1,1,0,28.7,-11.83333,24.25
27nov2015,20,11,11,0,1,0,28.7,4,25.91667
27nov2015,20,11,12,0,1,0,28.8,-8.416667,25.91667
27nov2015,20,11,13,1,0,1,5.4,.1666667,6.916667
27nov2015,20,11,14,0,1,0,24.8,-8.083333,23.41667
27nov2015,20,11,15,0,0,1,3.5,-1.416667,5.75
27nov2015,20,11,16,1,1,0,23.9,18.08333,14.33333
27nov2015,20,11,17,0,1,0,23.7,-18.91667,4.25
27nov2015,20,11,18,1,1,0,24,-16.41667,18.5
27nov2015,20,11,19,0,1,0,25.7,-8.5,24.5
27nov2015,20,11,20,0,1,0,41.7,-17.66667,37
28nov2015,7,4,1,0,1,0,25.2,.75,25.75
28nov2015,7,4,2,1,0,1,1.2,-1,6.5
28nov2015,7,4,3,0,1,0,27.5,4.25,26.58333
28nov2015,7,4,4,1,1,0,24.4,-16.83333,17.58333
28nov2015,7,4,5,1,1,0,23.4,13.16667,21.25
28nov2015,7,4,6,1,1,0,26.6,6.833333,25.33333
28nov2015,7,4,7,0,1,0,26.3,-5.5,26.33333
30nov2015,20,9,1,1,1,0,26,17.66667,17.58333
30nov2015,20,9,2,1,0,1,17.1,13,9
30nov2015,20,9,3,0,1,0,24.8,13.66667,19.75
30nov2015,20,9,4,1,0,1,5.9,2.666667,5.75
30nov2015,20,9,5,0,0,1,7.9,2.333333,6.083333
30nov2015,20,9,6,0,0,1,2.6,3.166667,5.166667
30nov2015,20,9,7,0,0,1,6.2,-2,5.166667
30nov2015,20,9,8,0,1,0,27.9,-3.916667,26.58333
30nov2015,20,9,9,1,0,1,1.2,2.083333,4.666667
30nov2015,20,9,10,0,0,1,18.6,-16,4.25
30nov2015,20,9,11,0,1,0,27.1,-17,18.16667
30nov2015,20,9,12,0,0,1,1.3,-1.666667,6.25
30nov2015,20,9,13,1,1,0,25.4,-14.41667,20
30nov2015,20,9,14,1,0,1,3.5,1.583333,4.666667
30nov2015,20,9,15,1,1,0,26.1,9.916667,22.5
30nov2015,20,9,16,0,1,0,25.9,-1.666667,26.33333
30nov2015,20,9,17,1,0,1,22.6,-10.41667,19.75
30nov2015,20,9,18,0,0,1,.8,.1666667,5.75
30nov2015,20,9,19,1,1,0,22.6,-17.08333,18.91667
30nov2015,20,9,20,0,0,1,23.8,10,21.66667
02dec2015,18,14,1,0,1,0,23.3,-19.83333,6.083333
02dec2015,18,14,2,1,1,0,24,18.16667,14.83333
02dec2015,18,14,3,1,1,0,29.4,1.583333,30.25
02dec2015,18,14,4,0,1,0,28.8,8.666667,29.41667
02dec2015,18,14,5,0,1,0,24.6,1,26.16667
02dec2015,18,14,6,1,0,1,4.1,.75,7.333333
02dec2015,18,14,7,1,1,0,23.1,19.33333,6.666667
02dec2015,18,14,8,1,0,1,2.6,1.166667,6.25
02dec2015,18,14,9,1,0,1,3.2,-.9166667,6.083333
02dec2015,18,14,10,0,0,1,16.3,-2.416667,15.91667
02dec2015,18,14,11,1,0,1,4.1,-.75,5.416667
02dec2015,18,14,12,1,1,0,23.6,-19.58333,6.5
02dec2015,18,14,13,1,0,1,3.9,-.75,6.5
02dec2015,18,14,14,1,1,0,24.5,-5.25,25.33333
02dec2015,18,14,15,1,1,0,29.3,11.91667,27
02dec2015,18,14,16,1,0,1,7.2,.75,5.833333
02dec2015,18,14,17,1,1,0,26.3,-8.416667,27.41667
02dec2015,18,14,18,1,1,0,30.5,13.16667,26.58333
05dec2015,24,14,1,1,1,0,25,12.75,21
05dec2015,24,14,2,1,1,0,24.8,.3333333,25.33333
05dec2015,24,14,3,1,1,0,23.8,19,7.333333
05dec2015,24,14,4,1,0,1,15.2,5.75,16.5
05dec2015,24,14,5,1,1,0,24.7,4.166667,25.33333
05dec2015,24,14,6,0,1,0,26.9,8.25,24.91667
05dec2015,24,14,7,0,1,0,24.1,-.1666667,25.33333
05dec2015,24,14,8,1,0,1,14.5,4,14.75
05dec2015,24,14,9,0,0,1,1.5,.8333333,6.25
05dec2015,24,14,10,1,1,0,24,-17.91667,14.75
05dec2015,24,14,11,1,0,1,5.7,-.1666667,8.583333
05dec2015,24,14,12,0,1,0,24.5,.5,25.33333
05dec2015,24,14,13,1,0,1,6.8,-2.5,7.75
05dec2015,24,14,14,0,0,1,11,-5.5,11.16667
05dec2015,24,14,15,0,0,1,14.4,-8.666667,14.33333
05dec2015,24,14,16,1,1,0,23.8,-19.83333,5.833333
05dec2015,24,14,17,0,1,0,25.7,15.33333,18.16667
05dec2015,24,14,18,1,0,1,9.6,5.916667,9
05dec2015,24,14,19,1,1,0,24.7,14.66667,20.16667
05dec2015,24,14,20,0,0,1,11.7,-7,9.916667
05dec2015,24,14,21,0,1,0,28.9,-17.5,21.66667
05dec2015,24,14,22,1,1,0,24.5,.3333333,26.16667
05dec2015,24,14,23,1,1,0,25.7,.1666667,25.91667
05dec2015,24,14,24,0,1,0,27.3,-3.75,26.16667
06dec2015,17,11,1,1,1,0,24.2,-19.33333,13.08333
06dec2015,17,11,2,0,1,0,24.8,-16,18.5
06dec2015,17,11,3,1,0,1,2.9,-2,5.416667
06dec2015,17,11,4,1,0,1,3.2,2.083333,5.75
06dec2015,17,11,5,1,0,1,12.6,7,15.91667
06dec2015,17,11,6,1,1,0,29.9,-8.833333,27.58333
06dec2015,17,11,7,0,1,0,25.1,0,25.91667
06dec2015,17,11,8,1,0,1,2.1,2,5.333333
06dec2015,17,11,9,0,1,0,25.7,-18.33333,14.33333
06dec2015,17,11,10,1,1,0,24.4,-19.16667,7.75
06dec2015,17,11,11,0,1,0,23.1,19.41667,3.416667
06dec2015,17,11,12,1,0,1,8.8,5.5,9.833333
06dec2015,17,11,13,1,1,0,24.9,14.41667,22.91667
06dec2015,17,11,14,0,0,1,8.3,2.083333,14.33333
06dec2015,17,11,15,1,0,1,2.3,2.25,5.75
06dec2015,17,11,16,1,1,0,24.4,-17.25,15.91667
06dec2015,17,11,17,0,0,1,4.8,-2,4.333333
08dec2015,23,11,1,0,1,0,25.4,11.25,23.33333
08dec2015,23,11,2,1,0,1,2.2,.0833333,4.75
08dec2015,23,11,3,0,0,1,20.8,13.58333,14.33333
