"CountryCode","SeriesCode","DESCRIPTION",
"KEN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KEN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"KGZ","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"KGZ","SP.DYN.CBRT.IN","Data source: National Statistics Committee, United Nations World Population Prospects",
"KGZ","SP.DYN.CDRT.IN","Data source: National Statistics Committee, United Nations World Population Prospects",
"KGZ","SP.DYN.LE00.FE.IN","Data source: National Statistics Committee, United Nations World Population Prospects",
"KGZ","SP.DYN.LE00.MA.IN","Data source: National Statistics Committee, United Nations World Population Prospects",
"KGZ","SP.DYN.TFRT.IN","Data source: TransMONEE, United Nations World Population Prospects",
"KGZ","SP.POP.TOTL","Data source: National Statistical Committee",
"KHM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"KHM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KHM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"KIR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"KIR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KIR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"KNA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"KNA","SP.DYN.CBRT.IN","Data source: United Nations Population and Vital Statistics Report",
"KNA","SP.DYN.CDRT.IN","Data source: United Nations Population and Vital Statistics Report",
"KNA","SP.DYN.LE00.FE.IN","Data source: United Nations Population and Vital Statistics Report",
"KNA","SP.DYN.LE00.MA.IN","Data source: United Nations Population and Vital Statistics Report",
"KNA","SP.DYN.TFRT.IN","Data source: United Nations Population and Vital Statistics Report",
"KNA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"KOR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"KOR","SP.DYN.CBRT.IN","Data source: Korean Statistical Information Service",
"KOR","SP.DYN.CDRT.IN","Data source: Korean Statistical Information Service",
"KOR","SP.DYN.LE00.FE.IN","Data source: Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","SP.DYN.LE00.MA.IN","Data source: Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","SP.DYN.TFRT.IN","Data source: Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","SP.POP.TOTL","Data source: Korean Statistical Information Service",
"KWT","SG.GEN.PARL.ZS","No woman candidate was elected in the 2006 elections. However, one woman, appointed to the 16-member cabinet, is counted, because cabinet ministers also sit in parliament. In 2008, two women were appointed to the 16-member cabinet sworn in June 2008.",
"KWT","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"KWT","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KWT","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LAO","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"LAO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LAO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LBN","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"LBN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"LBN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LBR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"LBR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LBY","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"LBY","SG.GEN.PARL.ZS","Following the popular uprising and protracted fighting that eventually ousted Col. Muammar Gaddafi, the General People's Congress - the unicameral parliament of the now defunct Libyan Arab Jamahiriya - has ceased to function. Parliamentary elections are expected to be held in 2012 under the supervision of the National Transitional Council, the interim government of the new Libya.",
"LBY","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"LBY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBY","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LCA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"LCA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LCA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LIE","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"LIE","SP.DYN.CBRT.IN","Data source: Eurostat",
"LIE","SP.DYN.CDRT.IN","Data source: Eurostat",
"LIE","SP.DYN.LE00.FE.IN","Data source: Eurostat",
"LIE","SP.DYN.LE00.MA.IN","Data source: Eurostat",
"LIE","SP.DYN.TFRT.IN","Data source: Eurostat",
"LIE","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LKA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"LKA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LKA","SP.POP.TOTL","Data source: Department of Census and Statistics Sri Lanka, United Nations World Population Prospects",
"LSO","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"LSO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LSO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LTU","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"LTU","SP.DYN.CBRT.IN","Data source: Eurostat",
"LTU","SP.DYN.CDRT.IN","Data source: Eurostat",
"LTU","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Department",
"LTU","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Department",
"LTU","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Department",
"LTU","SP.POP.TOTL","Data source: Eurostat",
"LUX","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"LUX","SP.DYN.CBRT.IN","Data source: Eurostat",
"LUX","SP.DYN.CDRT.IN","Data source: Eurostat",
"LUX","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects",
"LUX","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects",
"LUX","SP.DYN.TFRT.IN","Data source: Eurostat, Council of Europe",
"LUX","SP.POP.TOTL","Data source: Eurostat",
"LVA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"LVA","SP.DYN.CBRT.IN","Data source: Eurostat",
"LVA","SP.DYN.CDRT.IN","Data source: Eurostat",
"LVA","SP.DYN.LE00.FE.IN","Data source: Eurostat, Council of Europe",
"LVA","SP.DYN.LE00.MA.IN","Data source: Eurostat, Council of Europe",
"LVA","SP.DYN.TFRT.IN","Data source: Eurostat, Council of Europe",
"LVA","SP.POP.TOTL","Data source: Eurostat",
"MAC","SG.POP.MIGR.FE.ZS","As of 20 December 1999, Macao became a Special Administrative Region (SAR) of China. Estimates were derived from data on the foreign-born population.",
"MAC","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MAC","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MAF","SP.DYN.CBRT.IN","Data source: U.S. Census Bureau",
"MAF","SP.DYN.CDRT.IN","Data source: U.S. Census Bureau",
"MAF","SP.DYN.LE00.FE.IN","Data source: U.S. Census Bureau",
"MAF","SP.DYN.LE00.MA.IN","Data source: U.S. Census Bureau",
"MAF","SP.DYN.TFRT.IN","Data source: U.S. Census Bureau",
"MAF","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MAR","NY.GDP.PCAP.CD","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.KD","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.CD","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.PP.CD","Includes Former Spanish Sahara.",
"MAR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"MAR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MAR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MAR","SP.POP.0014.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.1564.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.65UP.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MAR","SP.POP.TOTL.FE.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MCO","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"MCO","SP.DYN.CBRT.IN","Data source: Eurostat",
"MCO","SP.DYN.CDRT.IN","Data source: Eurostat",
"MCO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MDA","NY.GDP.PCAP.CD","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.KD","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.CD","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.PP.CD","Excludes Transnistria.",
"MDA","SG.POP.MIGR.FE.ZS","Including Transnistria. Estimates were derived from data on the foreign-born population.",
"MDA","SP.ADO.TFRT","Including Transnistria.",
"MDA","SP.DYN.CBRT.IN","Data source and note: United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.CDRT.IN","Data source and note: United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.LE00.FE.IN","Data source and note: United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.LE00.MA.IN","Data source and note: United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.TFRT.IN","Data source and note: United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.0014.TO.ZS","Including Transnistria.",
"MDA","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.1564.TO.ZS","Including Transnistria.",
"MDA","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.65UP.TO.ZS","Including Transnistria.",
"MDA","SP.POP.AG00.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG00.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG01.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG01.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG02.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG02.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG03.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG03.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG04.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG04.MA.IN","Including Transnistria.",
"MDA","SP.POP.AG05.FE.IN","Including Transnistria.",
"MDA","SP.POP.AG05.MA.IN","Including Transnistria.",
"MDA","SP.POP.BRTH.MF","Including Transnistria.",
"MDA","SP.POP.DPND","Including Transnistria.",
"MDA","SP.POP.TOTL","Data source: National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",
"MDG","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"MDG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MDG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MDG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MDG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MDG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MDG","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MDV","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"MDV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MDV","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MEX","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"MEX","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MEX","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MHL","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"MHL","SP.DYN.CBRT.IN","Data source: Economic Policy, Planning and Statistics Office; DHS 2007",
"MHL","SP.DYN.CDRT.IN","Data source: Economic Policy, Planning and Statistics Office",
"MHL","SP.DYN.LE00.FE.IN","Data source: Economic Policy, Planning and Statistics Office; World Health Report 2001; U.S. Census Bureau",
"MHL","SP.DYN.LE00.MA.IN","Data source: Economic Policy, Planning and Statistics Office; World Health Report 2001; U.S. Census Bureau",
"MHL","SP.DYN.TFRT.IN","Data source: DHS 2007; Economic Policy, Planning and Statistics Office; U.S. Census Bureau",
"MHL","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MKD","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"MKD","SP.ADO.TFRT","The former Yugoslav Republic of Macedonia.",
"MKD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MKD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MKD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MKD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MKD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MKD","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MLI","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"MLI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MLI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MLT","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"MLT","SP.DYN.CBRT.IN","Data source: Eurostat",
"MLT","SP.DYN.CDRT.IN","Data source: Eurostat",
"MLT","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects",
"MLT","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects",
"MLT","SP.DYN.TFRT.IN","Data source: Eurostat, National Statistics Office",
"MLT","SP.POP.TOTL","Data source: Eurostat",
"MMR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"MMR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MMR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MNE","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"MNE","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MNE","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MNE","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MNE","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MNE","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MNE","SP.POP.TOTL","Data source: For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards.",
"MNG","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"MNG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MNG","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MNP","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"MNP","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MOZ","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"MOZ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MOZ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MOZ","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MRT","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"MRT","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MRT","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MRT","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MRT","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MRT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MRT","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MUS","SG.POP.MIGR.FE.ZS","Including Agalega, Rodrigues and Saint Brandon. Estimates were derived from data on foreign citizens.",
"MUS","SP.ADO.TFRT","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.DYN.CBRT.IN","Data source: Statistics Mauritius",
"MUS","SP.DYN.CDRT.IN","Data source: Statistics Mauritius",
"MUS","SP.DYN.LE00.FE.IN","Data source: Statistics Mauritius, United Nations World Population Prospects",
"MUS","SP.DYN.LE00.MA.IN","Data source: Statistics Mauritius, United Nations World Population Prospects",
"MUS","SP.DYN.TFRT.IN","Data source: Statistics Mauritius, United Nations World Population Prospects",
"MUS","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.0014.TO.ZS","Including Agalega and St. Brandon.",
"MUS","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.1564.TO.ZS","Including Agalega and St. Brandon.",
"MUS","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.65UP.TO.ZS","Including Agalega and St. Brandon.",
"MUS","SP.POP.AG00.FE.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG00.MA.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG01.FE.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG01.MA.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG02.FE.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG02.MA.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG03.FE.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG03.MA.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG04.FE.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG04.MA.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG05.FE.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG05.MA.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.BRTH.MF","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.DPND","Including Agalega and St. Brandon.",
"MUS","SP.POP.TOTL","Data source: Statistics Mauritius, United Nations World Population Prospects",
"MWI","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"MWI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MWI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MWI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MWI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MWI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MWI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MYS","SG.POP.MIGR.FE.ZS","Including Sabah and Sarawak. Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"MYS","SP.ADO.TFRT","Including Sabah and Sarawak.",
"MYS","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MYS","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MYS","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MYS","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
